subject,pe,se,lz,hjorth_mob,hjorth_cplx,p300
sub-017,0.5295754047118303,0.408006405536837,0.5754670078171724,0.18261177340106355,1.6534128200549791,-1.2133846507502536e-06
sub-017,0.6260005737986377,0.5405675929647281,0.5754670078171724,0.22081880257103273,1.5752610424041467,-5.723704536825166e-07
sub-017,0.6364560550752469,0.6931471805599453,0.49325743527186205,0.3048275418507628,1.1826731840752518,3.0597297710651824e-06
sub-017,0.6198507879750239,0.587786664902119,0.49325743527186205,0.20991461299623873,1.4710216549763606,4.225778119960534e-06
sub-017,0.5685843614123153,0.4444944520138996,0.5754670078171724,0.1941639790077806,1.6401640031198348,-1.912205485101123e-07
sub-017,0.5717902858090338,0.5108256237659907,0.4110478627265517,0.20136454589191308,1.4703866983424605,-5.162405386111789e-06
sub-017,0.572487982373566,0.5531011069142291,0.4110478627265517,0.18701112952860063,1.4440048859192183,1.6302418349278795e-06
sub-017,0.5340771952970603,0.3585481883204128,0.4110478627265517,0.12862382446313347,1.4363176789771612,-1.2927296010508047e-06
sub-017,0.6387820163933331,0.38776553100876343,0.49325743527186205,0.17080045924871265,1.9118269080534032,5.060176287770152e-06
sub-017,0.5574201908815842,0.21248625684022168,0.4110478627265517,0.16578749568459183,1.5120037582276835,-9.407811485366598e-07
sub-017,0.5545261050778031,0.3464667673462086,0.49325743527186205,0.203500859247816,1.2963007668208995,7.894358385523228e-06
sub-017,0.534515670506845,0.5540343780972276,0.49325743527186205,0.20532856177137315,1.1912216244794556,2.611830443285865e-06
sub-017,0.5909818381699268,0.5753641449035618,0.5754670078171724,0.2382451800235482,1.237635561525376,-2.5844697218204257e-06
sub-017,0.5878174413030132,0.48058573857627246,0.6576765803624827,0.29763895708180527,1.0825378234287786,-1.8107016675529824e-06
sub-028,0.5935736514988871,0.34454493434632416,0.32883829018124133,0.1593571117957289,1.6817948847390092,2.3262345140262113e-06
sub-028,0.5707108191664222,0.32365154819215153,0.32883829018124133,0.13535324502034582,1.8245419354442316,-1.4032724825109158e-06
sub-028,0.5743631109653055,0.6032908514380841,0.49325743527186205,0.24288116962614903,1.2732961451485822,-3.484371178906114e-06
sub-028,0.5146696954954989,0.325422400434628,0.4110478627265517,0.10192680897134668,1.9069609666671947,6.70955637461453e-08
