beta,SE,z,p,R2_marginal,n_trials,n_subjects,electrode,kind,measure
-0.010605373170812058,0.025834192373475773,-0.41051692336628653,0.6814267917185461,0.00010384022199401896,1625,33,O2,real,perm_entropy_to_Pz
0.0064952539606514615,0.02660537299048876,0.24413316674693758,0.8071276861900807,3.685579548361598e-05,1625,33,O2,real,hjorth_mob_to_Pz
-0.04484078625640936,0.035912266280970384,-1.248620343410912,0.21180396803162083,0.001647960831083435,943,26,O2,pseudo,perm_entropy_to_Pz
0.03874585315559647,0.033783356831349774,1.1468917475850615,0.2514263637831846,0.001389227015137849,943,26,O2,pseudo,hjorth_mob_to_Pz
0.02258376173016055,0.027001224624856286,0.8363976835839813,0.40293121531476705,0.00043034407695595673,1625,33,Oz,real,perm_entropy_to_Pz
-0.004399350029930793,0.026325319103920046,-0.16711478453743397,0.8672797332217028,1.740552272265824e-05,1625,33,Oz,real,hjorth_mob_to_Pz
0.0060312150089340075,0.03403817007588786,0.17718975478080803,0.859359342836503,3.328557413654854e-05,943,26,Oz,pseudo,perm_entropy_to_Pz
0.012918646697745794,0.0338717982643066,0.3813983124527285,0.7029077130275698,0.00015423310416359,943,26,Oz,pseudo,hjorth_mob_to_Pz
-0.0022457119836444307,0.027122416974272825,-0.0827991098940267,0.9340112769005906,4.231739463014724e-06,1625,33,P10,real,perm_entropy_to_Pz
0.06510610292673837,0.02632502394677017,2.4731640532743473,0.013392265033757456,0.0037509230036748466,1625,33,P10,real,hjorth_mob_to_Pz
0.0024319674556784487,0.03482294122708278,0.06983808288390755,0.9443225354048641,5.172143935126354e-06,943,26,P10,pseudo,perm_entropy_to_Pz
0.061382525076475736,0.03629380618872564,1.6912672304825305,0.09078577571215907,0.0030230486586237783,943,26,P10,pseudo,hjorth_mob_to_Pz
0.008581726961067647,0.02511894513264854,0.34164360468758226,0.7326191177771098,7.182299507432074e-05,1625,33,P3,real,perm_entropy_to_Pz
0.03191361643832795,0.026570520945787456,1.201091107827436,0.22971586197522997,0.0008869792616868689,1625,33,P3,real,hjorth_mob_to_Pz
0.07159020931080885,0.03386275157071772,2.1141285332735738,0.03450429075378891,0.004713840523019444,943,26,P3,pseudo,perm_entropy_to_Pz
0.008216261872162754,0.03814270668367806,0.21540846433110208,0.8294488713215575,4.914306781684526e-05,943,26,P3,pseudo,hjorth_mob_to_Pz
0.0033920640799010057,0.025811159717547688,0.13141850722789936,0.895444248981107,1.0646377694473608e-05,1625,33,P4,real,perm_entropy_to_Pz
0.015255631283980045,0.02547979309411231,0.5987345041473359,0.549349944253366,0.00022148049615753249,1625,33,P4,real,hjorth_mob_to_Pz
-0.023015112269321104,0.03570694855480615,-0.6445555613355058,0.5192152407305854,0.00043940868062356734,943,26,P4,pseudo,perm_entropy_to_Pz
0.01911187925275248,0.03646625890031425,0.5240976132209653,0.6002106485551146,0.00029080142227093267,943,26,P4,pseudo,hjorth_mob_to_Pz
-0.004708905616292409,0.024996876162871925,-0.18837976335965478,0.8505789622013085,2.1843519657139457e-05,1625,33,P7,real,perm_entropy_to_Pz
0.04318848045463196,0.02712196627906635,1.5923801397823536,0.11129931591118014,0.0015581535447183239,1625,33,P7,real,hjorth_mob_to_Pz
0.020037827165152282,0.032423340576985815,0.6180062513168427,0.5365712178593047,0.0004048085487232777,943,26,P7,pseudo,perm_entropy_to_Pz
0.03995548714345459,0.03491489571788686,1.144367935860265,0.25247107992206264,0.0013845424352078761,943,26,P7,pseudo,hjorth_mob_to_Pz
0.0157637834207264,0.02672973030149624,0.5897471932159375,0.5553601504877297,0.00021404588039236505,1625,33,P8,real,perm_entropy_to_Pz
0.0510057939020564,0.02596410271449551,1.9644735835057514,0.04947519682276691,0.0023810190635379265,1625,33,P8,real,hjorth_mob_to_Pz
0.026315329008166147,0.03682259760496293,0.7146516193800347,0.4748243398110299,0.0005406609350654096,943,26,P8,pseudo,perm_entropy_to_Pz
0.060919464473600075,0.036368354230107224,1.6750679474840913,0.09392090089871452,0.0029652001542427335,943,26,P8,pseudo,hjorth_mob_to_Pz
0.027365966422518567,0.024749602908621004,1.1057133532023744,0.2688506084849771,0.0007518089390328135,1625,33,P9,real,perm_entropy_to_Pz
0.05381055923239955,0.02779279380345937,1.9361335032716915,0.05285135212040215,0.0023025936932505177,1625,33,P9,real,hjorth_mob_to_Pz
0.03954482453471713,0.03452264932610276,1.145474791380425,0.25201253209044383,0.0013837968228126816,943,26,P9,pseudo,perm_entropy_to_Pz
0.05137941641990388,0.038181178861731675,1.345673914521287,0.17840770252253435,0.0019166049476212104,943,26,P9,pseudo,hjorth_mob_to_Pz
-0.01314256951911008,0.024580529938263294,-0.5346739696873537,0.5928753242616609,0.0001760435895144223,1625,33,PO3,real,perm_entropy_to_Pz
-0.0015172728115221495,0.027892835402334216,-0.054396506831828804,0.9566192618806135,1.8209986363454937e-06,1625,33,PO3,real,hjorth_mob_to_Pz
-0.024962201111785997,0.030569788743116666,-0.8165643970113036,0.4141774082323044,0.0007064075875965193,943,26,PO3,pseudo,perm_entropy_to_Pz
0.006717921634482174,0.03782392103795332,0.1776103970749429,0.8590289586887212,3.341111632110123e-05,943,26,PO3,pseudo,hjorth_mob_to_Pz
0.007144966018286052,0.025689196249479376,0.2781311625672545,0.7809116748496681,4.761197989878833e-05,1625,33,PO4,real,perm_entropy_to_Pz
-0.020658703966367237,0.027886098169343346,-0.7408244724992913,0.4587998747235882,0.0003378346401804043,1625,33,PO4,real,hjorth_mob_to_Pz
-0.00859960462598365,0.03511205905172149,-0.2449188358141026,0.8065192769120528,6.353326591183788e-05,943,26,PO4,pseudo,perm_entropy_to_Pz
0.007303028816058657,0.03574666275802343,0.20429959757346786,0.8381193844303307,4.421071058978675e-05,943,26,PO4,pseudo,hjorth_mob_to_Pz
0.027476250619413937,0.024494155814160673,1.1217471966733077,0.2619699430675293,0.0007754117132539145,1625,33,PO7,real,perm_entropy_to_Pz
0.04540674236049214,0.02686491879949655,1.6901872177385129,0.09099214301086933,0.0017614949049932329,1625,33,PO7,real,hjorth_mob_to_Pz
-0.014404393149689783,0.03699693171423392,-0.38934020964089694,0.6970244951918771,0.0001607153913920084,943,26,PO7,pseudo,perm_entropy_to_Pz
0.059656621112431196,0.03647697266992264,1.635459763951889,0.10195270281622792,0.002825123662625974,943,26,PO7,pseudo,hjorth_mob_to_Pz
-0.04006170493413195,0.026134043096712658,-1.5329317697180662,0.12529266711195386,0.0014443552571799113,1625,33,PO8,real,perm_entropy_to_Pz
-0.005354185887086079,0.026028641908920572,-0.20570362087355334,0.8370224300004607,2.617441234381882e-05,1625,33,PO8,real,hjorth_mob_to_Pz
-0.02381634394931544,0.03276536723388766,-0.7268755384094497,0.4673022033917229,0.0005598648640559433,943,26,PO8,pseudo,perm_entropy_to_Pz
-0.0018382843732622541,0.035285514163367004,-0.05209742345686828,0.9584510659636589,2.877286770692037e-06,943,26,PO8,pseudo,hjorth_mob_to_Pz
0.0026058965399450166,0.026392235228876862,0.09873724288020118,0.9213468977895414,5.999687067485295e-06,1625,33,Pz,real,perm_entropy_to_Pz
0.02384190082699036,0.026334384888320083,0.905352486040591,0.3652786788647244,0.0005048927253272582,1625,33,Pz,real,hjorth_mob_to_Pz
0.08075433460680186,0.03300542447998398,2.4466988647813035,0.014417123875164695,0.00630426384489702,943,26,Pz,pseudo,perm_entropy_to_Pz
0.038380247333124146,0.03781021150590396,1.015076240108606,0.3100694865572964,0.0010899163617754041,943,26,Pz,pseudo,hjorth_mob_to_Pz
0.02420597840429258,0.0260584528005651,0.9289108063916847,0.35293531217160234,0.0005315615243739458,1625,33,VEOG_lower,real,perm_entropy_to_Pz
0.004163084902909663,0.02549732250661627,0.16327537535870243,0.8703016213308776,1.640553753436736e-05,1625,33,VEOG_lower,real,hjorth_mob_to_Pz
0.04444492645450706,0.032793485587953426,1.355297421352299,0.1753228162552336,0.0019440699567930928,943,26,VEOG_lower,pseudo,perm_entropy_to_Pz
0.03242100294396298,0.03749911643276996,0.8645804495710923,0.38726910686687877,0.0007902100043885009,943,26,VEOG_lower,pseudo,hjorth_mob_to_Pz
