subject,pe,se,lz,hjorth_mob,hjorth_cplx,p300,dataset
sub-002,0.4400113521536076,0.18365875333820414,0.2831215535335676,0.05910924628419006,1.31308525737755,-2.772601409013984e-07,primary
sub-002,0.4825755390162201,0.23965465838000208,0.23593462794463968,0.07453746885264873,1.2466339361253316,-2.2436846653824938e-06,primary
sub-002,0.45906651332288256,0.28262517166280715,0.2831215535335676,0.07518780526345145,1.1958443927122944,2.521084706746502e-06,primary
sub-002,0.4657095508593051,0.15446738608485402,0.23593462794463968,0.06321246497469843,1.3222193778368476,5.8129328156480395e-06,primary
sub-002,0.4862072779741165,0.23916604817017315,0.33030847912249556,0.08626844545723047,1.3403184209289383,5.144134075452043e-06,primary
sub-002,0.45695078492239793,0.34574587340654206,0.2831215535335676,0.08844203724416609,1.4727954703336186,-4.029479818032832e-06,primary
sub-002,0.5045394012231929,0.28079392167512474,0.37749540471142345,0.10847431908201795,1.142060992276274,-7.786782677665552e-06,primary
sub-002,0.4354784658718757,0.15451227809552667,0.18874770235571173,0.05763289427910176,1.2962523825008125,2.7248429532829547e-06,primary
sub-002,0.5054522473385414,0.32557034037128363,0.33030847912249556,0.10530214755880712,1.2615195801430048,1.047848652519926e-05,primary
sub-003,0.5028119242191451,0.19156920571561462,0.2831215535335676,0.08228837706044968,1.5583989975950334,-3.5132794552324652e-06,primary
sub-003,0.4976998481538967,0.3329271260886956,0.37749540471142345,0.11448227707700787,1.110457142312553,6.285820351116985e-06,primary
sub-003,0.4781141583494446,0.20606302219639872,0.23593462794463968,0.07445251892578288,1.641534245259692,1.5479498723160431e-06,primary
sub-003,0.46825052391905597,0.3539575509622324,0.33030847912249556,0.11559054256902325,1.1365853541902915,-2.2322170308120472e-06,primary
sub-003,0.4924130674632365,0.27810116084002295,0.2831215535335676,0.07754575580222067,1.664998034679875,3.1837908939640144e-06,primary
sub-003,0.4325732297859362,0.12557730738320227,0.33030847912249556,0.048961464888492894,2.571030359868243,-7.099655822999638e-06,primary
sub-003,0.49362121162026323,0.21249515755717455,0.33030847912249556,0.07708389078295833,1.7587375110757848,3.1079626476894233e-06,primary
sub-003,0.4980352462253858,0.37609590864935927,0.33030847912249556,0.1198715315443354,1.046771723266378,-2.8770752095980155e-06,primary
sub-003,0.5051402469958848,0.2560618840647693,0.23593462794463968,0.07713273822882297,1.602494261489034,8.822358720684129e-07,primary
sub-003,0.5176325798160613,0.2986807361486852,0.18874770235571173,0.09519621351045651,1.5455961211497884,-5.4615203003678e-06,primary
