config,model,datasets,interaction_beta,interaction_p,n_trials
config2,M1_RMS_Fz_0_150,erp_core+ds006018,-0.1179465455510539,0.00028007706217645625,3824
config2,M4a_mean_Fz,erp_core+ds006018,0.10013048037626543,0.004058264326973401,3824
config2,M8_RMS_Pz_0_150,erp_core+ds006018,-0.2777222108312934,2.3934647940211485e-16,3824
config2,M9a_mean_Pz,erp_core+ds006018,0.08468630580990089,0.008071013031298785,3824
