config,model,datasets,interaction_beta,interaction_p,n_trials
config4,M1_RMS_Fz_0_150,erp_core+ds006018,-0.16502254096998795,6.389942746872008e-09,4755
config4,M4a_mean_Fz,erp_core+ds006018,0.15337909768304508,8.266230409173582e-07,4755
config4,M8_RMS_Pz_0_150,erp_core+ds006018,-0.29922320247777023,3.6958687645026123e-29,4755
config4,M9a_mean_Pz,erp_core+ds006018,0.09542572111925107,0.000498423823848623,4755
config4,M13_PE_Fz_0_150,erp_core+ds006018,0.11298783108216812,0.0006947141462667306,4755
config4,M14_SE_Fz_0_150,erp_core+ds006018,0.05881957863528948,0.06721940382599224,4755
config4,M15_LZ_Fz_0_150,erp_core+ds006018,0.07079782897944951,0.08565000803143441,4755
config4,M22_HJORTHMOB_Fz_0_150,erp_core+ds006018,0.0742743327275902,0.017144028529149636,4755
config4,M23_HJORTHCPLX_Fz_0_150,erp_core+ds006018,0.0069372216498844,0.7781172035116617,4755
