config,model,datasets,interaction_beta,interaction_p,n_trials
config4,M1_RMS_Fz_0_150,erp_core+ds006018,-0.2081270481878737,0.002105828169235064,3350
config4,M4a_mean_Fz,erp_core+ds006018,0.1752410685557103,0.016435523044393205,3350
config4,M8_RMS_Pz_0_150,erp_core+ds006018,-0.3305577915497094,2.77955852512745e-07,3350
config4,M9a_mean_Pz,erp_core+ds006018,0.07922321460029236,0.2248291709891289,3350
